province,model_slug,popularity
台湾,mazida-cx5,C
北京,audi-a8,A
上海,audi-a8,A
天津,audi-a8,A
重庆,audi-a8,B
河北,audi-a8,B
山西,audi-a8,B
内蒙古,audi-a8,B
辽宁,audi-a8,A
吉林,audi-a8,A
黑龙江,audi-a8,B
江苏,audi-a8,B
浙江,audi-a8,A
安徽,audi-a8,B
福建,audi-a8,B
江西,audi-a8,B
山东,audi-a8,B
河南,audi-a8,B
湖北,audi-a8,B
湖南,audi-a8,B
广东,audi-a8,B
广西,audi-a8,B
海南,audi-a8,B
四川,audi-a8,B
贵州,audi-a8,B
云南,audi-a8,B
西藏,audi-a8,B
陕西,audi-a8,B
甘肃,audi-a8,B
宁夏,audi-a8,B
青海,audi-a8,B
新疆,audi-a8,B
香港,audi-a8,C
澳门,audi-a8,C
台湾,audi-a8,C
北京,aoditts,B
上海,aoditts,B
天津,aoditts,B
重庆,aoditts,B
河北,aoditts,C
山西,aoditts,C
内蒙古,aoditts,C
辽宁,aoditts,C
吉林,aoditts,C
黑龙江,aoditts,C
江苏,aoditts,B
浙江,aoditts,B
安徽,aoditts,C
福建,aoditts,B
江西,aoditts,C
山东,aoditts,C
河南,aoditts,C
湖北,aoditts,B
湖南,aoditts,C
广东,aoditts,C
广西,aoditts,B
海南,aoditts,C
四川,aoditts,B
贵州,aoditts,B
云南,aoditts,B
西藏,aoditts,C
陕西,aoditts,B
甘肃,aoditts,C
宁夏,aoditts,C
青海,aoditts,C
新疆,aoditts,C
香港,aoditts,C
澳门,aoditts,C
台湾,aoditts,C
北京,biaozhi3008jinkou,B
上海,biaozhi3008jinkou,B
天津,biaozhi3008jinkou,B
重庆,biaozhi3008jinkou,B
河北,biaozhi3008jinkou,B
山西,biaozhi3008jinkou,C
内蒙古,biaozhi3008jinkou,C
辽宁,biaozhi3008jinkou,C
吉林,biaozhi3008jinkou,C
黑龙江,biaozhi3008jinkou,C
江苏,biaozhi3008jinkou,B
浙江,biaozhi3008jinkou,C
安徽,biaozhi3008jinkou,B
福建,biaozhi3008jinkou,B
江西,biaozhi3008jinkou,B
山东,biaozhi3008jinkou,B
河南,biaozhi3008jinkou,B
湖北,biaozhi3008jinkou,B
湖南,biaozhi3008jinkou,B
广东,biaozhi3008jinkou,B
广西,biaozhi3008jinkou,B
海南,biaozhi3008jinkou,C
四川,biaozhi3008jinkou,B
贵州,biaozhi3008jinkou,B
云南,biaozhi3008jinkou,B
西藏,biaozhi3008jinkou,C
陕西,biaozhi3008jinkou,B
甘肃,biaozhi3008jinkou,C
宁夏,biaozhi3008jinkou,B
青海,biaozhi3008jinkou,C
新疆,biaozhi3008jinkou,B
香港,biaozhi3008jinkou,C
澳门,biaozhi3008jinkou,C
台湾,biaozhi3008jinkou,C
北京,baomam3,B
上海,baomam3,B
天津,baomam3,C
重庆,baomam3,B
河北,baomam3,C
山西,baomam3,C
内蒙古,baomam3,C
辽宁,baomam3,B
吉林,baomam3,C
黑龙江,baomam3,C
江苏,baomam3,B
浙江,baomam3,B
安徽,baomam3,B
福建,baomam3,B
江西,baomam3,C
山东,baomam3,B
河南,baomam3,B
湖北,baomam3,B
湖南,baomam3,B
广东,baomam3,B
广西,baomam3,C
海南,baomam3,C
四川,baomam3,B
贵州,baomam3,C
云南,baomam3,B
西藏,baomam3,C
陕西,baomam3,B
甘肃,baomam3,C
宁夏,baomam3,C
青海,baomam3,C
新疆,baomam3,C
香港,baomam3,C
澳门,baomam3,C
台湾,baomam3,C
北京,baomam5,C
上海,baomam5,B
天津,baomam5,C
重庆,baomam5,C
河北,baomam5,C
山西,baomam5,C
内蒙古,baomam5,C
辽宁,baomam5,C
吉林,baomam5,C
黑龙江,baomam5,C
江苏,baomam5,C
浙江,baomam5,B
安徽,baomam5,C
福建,baomam5,C
江西,baomam5,C
山东,baomam5,C
河南,baomam5,C
湖北,baomam5,C
湖南,baomam5,C
广东,baomam5,C
广西,baomam5,C
海南,baomam5,C
四川,baomam5,C
贵州,baomam5,C
云南,baomam5,C
西藏,baomam5,C
陕西,baomam5,C
甘肃,baomam5,C
宁夏,baomam5,C
青海,baomam5,C
新疆,baomam5,C
香港,baomam5,C
澳门,baomam5,C
台湾,baomam5,C
北京,baomam6,C
上海,baomam6,B
天津,baomam6,C
重庆,baomam6,C
河北,baomam6,C
山西,baomam6,C
内蒙古,baomam6,C
辽宁,baomam6,C
吉林,baomam6,C
黑龙江,baomam6,C
江苏,baomam6,C
浙江,baomam6,C
安徽,baomam6,C
福建,baomam6,C
江西,baomam6,C
山东,baomam6,C
河南,baomam6,C
湖北,baomam6,C
湖南,baomam6,C
广东,baomam6,C
广西,baomam6,C
海南,baomam6,C
四川,baomam6,C
贵州,baomam6,C
云南,baomam6,C
西藏,baomam6,C
陕西,baomam6,C
甘肃,baomam6,C
宁夏,baomam6,C
青海,baomam6,C
新疆,baomam6,C
香港,baomam6,C
澳门,baomam6,C
台湾,baomam6,C
北京,weizuojinkou,B
上海,weizuojinkou,B
天津,weizuojinkou,B
重庆,weizuojinkou,B
河北,weizuojinkou,B
山西,weizuojinkou,B
内蒙古,weizuojinkou,B
辽宁,weizuojinkou,B
吉林,weizuojinkou,C
黑龙江,weizuojinkou,B
江苏,weizuojinkou,B
浙江,weizuojinkou,B
安徽,weizuojinkou,B
福建,weizuojinkou,B
江西,weizuojinkou,C
山东,weizuojinkou,B
河南,weizuojinkou,B
湖北,weizuojinkou,B
湖南,weizuojinkou,B
广东,weizuojinkou,C
广西,weizuojinkou,C
海南,weizuojinkou,B
四川,weizuojinkou,B
贵州,weizuojinkou,B
云南,weizuojinkou,B
西藏,weizuojinkou,C
陕西,weizuojinkou,B
甘肃,weizuojinkou,C
宁夏,weizuojinkou,C
青海,weizuojinkou,C
新疆,weizuojinkou,B
香港,weizuojinkou,C
澳门,weizuojinkou,C
台湾,weizuojinkou,C
北京,weiyanuojinkou,B
上海,weiyanuojinkou,B
天津,weiyanuojinkou,B
重庆,weiyanuojinkou,B
河北,weiyanuojinkou,B
山西,weiyanuojinkou,B
内蒙古,weiyanuojinkou,B
辽宁,weiyanuojinkou,B
吉林,weiyanuojinkou,B
黑龙江,weiyanuojinkou,B
江苏,weiyanuojinkou,B
浙江,weiyanuojinkou,B
安徽,weiyanuojinkou,B
福建,weiyanuojinkou,B
江西,weiyanuojinkou,C
山东,weiyanuojinkou,B
河南,weiyanuojinkou,B
湖北,weiyanuojinkou,B
湖南,weiyanuojinkou,B
广东,weiyanuojinkou,B
广西,weiyanuojinkou,B
海南,weiyanuojinkou,B
四川,weiyanuojinkou,B
贵州,weiyanuojinkou,B
云南,weiyanuojinkou,B
西藏,weiyanuojinkou,C
陕西,weiyanuojinkou,B
甘肃,weiyanuojinkou,B
宁夏,weiyanuojinkou,B
青海,weiyanuojinkou,B
新疆,weiyanuojinkou,B
香港,weiyanuojinkou,C
澳门,weiyanuojinkou,C
台湾,weiyanuojinkou,C
北京,benbeni,B
上海,benbeni,C
天津,benbeni,B
重庆,benbeni,B
河北,benbeni,B
山西,benbeni,B
内蒙古,benbeni,B
辽宁,benbeni,C
吉林,benbeni,B
黑龙江,benbeni,C
江苏,benbeni,B
浙江,benbeni,C
安徽,benbeni,B
福建,benbeni,B
江西,benbeni,B
山东,benbeni,B
河南,benbeni,B
湖北,benbeni,B
湖南,benbeni,B
广东,benbeni,B
广西,benbeni,B
海南,benbeni,C
四川,benbeni,B
贵州,benbeni,B
云南,benbeni,B
西藏,benbeni,C
陕西,benbeni,B
甘肃,benbeni,C
宁夏,benbeni,C
青海,benbeni,C
新疆,benbeni,C
香港,benbeni,C
澳门,benbeni,C
台湾,benbeni,C
北京,changchengc30,B
上海,changchengc30,B
天津,changchengc30,A
重庆,changchengc30,A
河北,changchengc30,A
山西,changchengc30,A
内蒙古,changchengc30,A
辽宁,changchengc30,A
吉林,changchengc30,B
黑龙江,changchengc30,A
江苏,changchengc30,B
浙江,changchengc30,B
安徽,changchengc30,B
福建,changchengc30,B
江西,changchengc30,A
山东,changchengc30,A
河南,changchengc30,A
湖北,changchengc30,A
湖南,changchengc30,A
广东,changchengc30,B
广西,changchengc30,A
海南,changchengc30,B
四川,changchengc30,B
贵州,changchengc30,A
云南,changchengc30,A
西藏,changchengc30,B
陕西,changchengc30,A
甘肃,changchengc30,A
宁夏,changchengc30,A
青海,changchengc30,A
新疆,changchengc30,A
香港,changchengc30,C
澳门,changchengc30,C
台湾,changchengc30,C
北京,fengjun3,C
上海,fengjun3,C
天津,fengjun3,C
重庆,fengjun3,B
河北,fengjun3,B
山西,fengjun3,C
内蒙古,fengjun3,B
辽宁,fengjun3,C
吉林,fengjun3,C
黑龙江,fengjun3,C
江苏,fengjun3,C
浙江,fengjun3,C
安徽,fengjun3,B
福建,fengjun3,B
江西,fengjun3,B
山东,fengjun3,C
河南,fengjun3,C
湖北,fengjun3,B
湖南,fengjun3,B
广东,fengjun3,C
广西,fengjun3,B
海南,fengjun3,B
四川,fengjun3,C
贵州,fengjun3,B
云南,fengjun3,B
西藏,fengjun3,B
陕西,fengjun3,B
甘肃,fengjun3,B
宁夏,fengjun3,B
青海,fengjun3,B
新疆,fengjun3,B
香港,fengjun3,C
澳门,fengjun3,C
台湾,fengjun3,C
北京,changanzhixing2,B
上海,changanzhixing2,B
天津,changanzhixing2,B
重庆,changanzhixing2,A
河北,changanzhixing2,B
山西,changanzhixing2,B
内蒙古,changanzhixing2,B
辽宁,changanzhixing2,B
吉林,changanzhixing2,B
黑龙江,changanzhixing2,B
江苏,changanzhixing2,B
浙江,changanzhixing2,B
安徽,changanzhixing2,B
福建,changanzhixing2,B
江西,changanzhixing2,B
山东,changanzhixing2,B
河南,changanzhixing2,B
湖北,changanzhixing2,B
湖南,changanzhixing2,B
广东,changanzhixing2,B
广西,changanzhixing2,B
海南,changanzhixing2,B
四川,changanzhixing2,A
贵州,changanzhixing2,A
云南,changanzhixing2,B
西藏,changanzhixing2,B
陕西,changanzhixing2,B
甘肃,changanzhixing2,B
宁夏,changanzhixing2,B
青海,changanzhixing2,B
新疆,changanzhixing2,B
香港,changanzhixing2,C
澳门,changanzhixing2,C
台湾,changanzhixing2,C
北京,maitengjinkou,B
上海,maitengjinkou,B
天津,maitengjinkou,B
重庆,maitengjinkou,B
河北,maitengjinkou,B
山西,maitengjinkou,B
内蒙古,maitengjinkou,B
辽宁,maitengjinkou,B
吉林,maitengjinkou,B
黑龙江,maitengjinkou,B
江苏,maitengjinkou,B
浙江,maitengjinkou,B
安徽,maitengjinkou,B
福建,maitengjinkou,B
江西,maitengjinkou,B
山东,maitengjinkou,B
河南,maitengjinkou,B
湖北,maitengjinkou,B
湖南,maitengjinkou,B
广东,maitengjinkou,B
广西,maitengjinkou,B
海南,maitengjinkou,B
四川,maitengjinkou,B
贵州,maitengjinkou,B
云南,maitengjinkou,B
西藏,maitengjinkou,C
陕西,maitengjinkou,B
甘肃,maitengjinkou,C
宁夏,maitengjinkou,B
青海,maitengjinkou,B
新疆,maitengjinkou,B
香港,maitengjinkou,C
澳门,maitengjinkou,C
台湾,maitengjinkou,C
北京,ruizuoduogongnengche,C
上海,ruizuoduogongnengche,C
天津,ruizuoduogongnengche,C
重庆,ruizuoduogongnengche,B
河北,ruizuoduogongnengche,C
山西,ruizuoduogongnengche,C
内蒙古,ruizuoduogongnengche,C
辽宁,ruizuoduogongnengche,C
吉林,ruizuoduogongnengche,C
黑龙江,ruizuoduogongnengche,C
江苏,ruizuoduogongnengche,C
浙江,ruizuoduogongnengche,C
安徽,ruizuoduogongnengche,C
福建,ruizuoduogongnengche,C
江西,ruizuoduogongnengche,C
山东,ruizuoduogongnengche,C
河南,ruizuoduogongnengche,B
湖北,ruizuoduogongnengche,C
湖南,ruizuoduogongnengche,C
广东,ruizuoduogongnengche,C
广西,ruizuoduogongnengche,B
海南,ruizuoduogongnengche,C
四川,ruizuoduogongnengche,C
贵州,ruizuoduogongnengche,C
云南,ruizuoduogongnengche,B
西藏,ruizuoduogongnengche,C
陕西,ruizuoduogongnengche,C
甘肃,ruizuoduogongnengche,C
宁夏,ruizuoduogongnengche,C
青海,ruizuoduogongnengche,B
新疆,ruizuoduogongnengche,B
香港,ruizuoduogongnengche,C
澳门,ruizuoduogongnengche,C
台湾,ruizuoduogongnengche,C
北京,dongfengxiaokangv07s,C
上海,dongfengxiaokangv07s,C
天津,dongfengxiaokangv07s,C
重庆,dongfengxiaokangv07s,B
河北,dongfengxiaokangv07s,B
山西,dongfengxiaokangv07s,B
内蒙古,dongfengxiaokangv07s,B
辽宁,dongfengxiaokangv07s,C
吉林,dongfengxiaokangv07s,B
黑龙江,dongfengxiaokangv07s,C
江苏,dongfengxiaokangv07s,C
浙江,dongfengxiaokangv07s,C
安徽,dongfengxiaokangv07s,C
福建,dongfengxiaokangv07s,C
江西,dongfengxiaokangv07s,B
山东,dongfengxiaokangv07s,B
河南,dongfengxiaokangv07s,B
湖北,dongfengxiaokangv07s,B
湖南,dongfengxiaokangv07s,B
广东,dongfengxiaokangv07s,C
广西,dongfengxiaokangv07s,C
海南,dongfengxiaokangv07s,C
四川,dongfengxiaokangv07s,B
贵州,dongfengxiaokangv07s,B
云南,dongfengxiaokangv07s,C
西藏,dongfengxiaokangv07s,C
陕西,dongfengxiaokangv07s,B
甘肃,dongfengxiaokangv07s,C
宁夏,dongfengxiaokangv07s,B
青海,dongfengxiaokangv07s,B
新疆,dongfengxiaokangv07s,C
香港,dongfengxiaokangv07s,C
澳门,dongfengxiaokangv07s,C
台湾,dongfengxiaokangv07s,C
北京,dongfengxiaokangv27,C
上海,dongfengxiaokangv27,C
天津,dongfengxiaokangv27,B
重庆,dongfengxiaokangv27,B
河北,dongfengxiaokangv27,B
山西,dongfengxiaokangv27,C
内蒙古,dongfengxiaokangv27,B
辽宁,dongfengxiaokangv27,B
吉林,dongfengxiaokangv27,B
黑龙江,dongfengxiaokangv27,C
江苏,dongfengxiaokangv27,B
浙江,dongfengxiaokangv27,B
安徽,dongfengxiaokangv27,B
福建,dongfengxiaokangv27,C
江西,dongfengxiaokangv27,B
山东,dongfengxiaokangv27,B
河南,dongfengxiaokangv27,B
湖北,dongfengxiaokangv27,B
湖南,dongfengxiaokangv27,B
广东,dongfengxiaokangv27,B
广西,dongfengxiaokangv27,C
海南,dongfengxiaokangv27,C
四川,dongfengxiaokangv27,B
贵州,dongfengxiaokangv27,B
云南,dongfengxiaokangv27,B
西藏,dongfengxiaokangv27,C
陕西,dongfengxiaokangv27,B
甘肃,dongfengxiaokangv27,B
宁夏,dongfengxiaokangv27,B
青海,dongfengxiaokangv27,B
新疆,dongfengxiaokangv27,B
香港,dongfengxiaokangv27,C
澳门,dongfengxiaokangv27,C
台湾,dongfengxiaokangv27,C
北京,dongfengxiaokangk02,C
上海,dongfengxiaokangk02,C
天津,dongfengxiaokangk02,C
重庆,dongfengxiaokangk02,C
河北,dongfengxiaokangk02,C
山西,dongfengxiaokangk02,B
内蒙古,dongfengxiaokangk02,B
辽宁,dongfengxiaokangk02,C
吉林,dongfengxiaokangk02,C
黑龙江,dongfengxiaokangk02,C
江苏,dongfengxiaokangk02,C
浙江,dongfengxiaokangk02,C
安徽,dongfengxiaokangk02,C
福建,dongfengxiaokangk02,C
江西,dongfengxiaokangk02,C
山东,dongfengxiaokangk02,C
河南,dongfengxiaokangk02,C
湖北,dongfengxiaokangk02,B
湖南,dongfengxiaokangk02,C
广东,dongfengxiaokangk02,C
广西,dongfengxiaokangk02,C
海南,dongfengxiaokangk02,C
四川,dongfengxiaokangk02,C
贵州,dongfengxiaokangk02,C
云南,dongfengxiaokangk02,C
西藏,dongfengxiaokangk02,C
陕西,dongfengxiaokangk02,C
甘肃,dongfengxiaokangk02,B
宁夏,dongfengxiaokangk02,C
青海,dongfengxiaokangk02,C
新疆,dongfengxiaokangk02,C
香港,dongfengxiaokangk02,C
澳门,dongfengxiaokangk02,C
台湾,dongfengxiaokangk02,C
北京,dongfengxiaokangk17,B
上海,dongfengxiaokangk17,C
天津,dongfengxiaokangk17,B
重庆,dongfengxiaokangk17,B
河北,dongfengxiaokangk17,B
山西,dongfengxiaokangk17,B
内蒙古,dongfengxiaokangk17,B
辽宁,dongfengxiaokangk17,B
吉林,dongfengxiaokangk17,B
黑龙江,dongfengxiaokangk17,B
江苏,dongfengxiaokangk17,B
浙江,dongfengxiaokangk17,B
安徽,dongfengxiaokangk17,B
福建,dongfengxiaokangk17,B
江西,dongfengxiaokangk17,B
山东,dongfengxiaokangk17,B
河南,dongfengxiaokangk17,B
湖北,dongfengxiaokangk17,B
湖南,dongfengxiaokangk17,B
广东,dongfengxiaokangk17,B
广西,dongfengxiaokangk17,B
海南,dongfengxiaokangk17,B
四川,dongfengxiaokangk17,B
贵州,dongfengxiaokangk17,B
云南,dongfengxiaokangk17,B
西藏,dongfengxiaokangk17,C
陕西,dongfengxiaokangk17,B
甘肃,dongfengxiaokangk17,B
宁夏,dongfengxiaokangk17,B
青海,dongfengxiaokangk17,B
新疆,dongfengxiaokangk17,C
香港,dongfengxiaokangk17,C
澳门,dongfengxiaokangk17,C
台湾,dongfengxiaokangk17,C
北京,dongfengxiaokangk07,B
上海,dongfengxiaokangk07,C
天津,dongfengxiaokangk07,B
重庆,dongfengxiaokangk07,B
河北,dongfengxiaokangk07,B
山西,dongfengxiaokangk07,B
内蒙古,dongfengxiaokangk07,B
辽宁,dongfengxiaokangk07,B
吉林,dongfengxiaokangk07,B
黑龙江,dongfengxiaokangk07,B
江苏,dongfengxiaokangk07,B
浙江,dongfengxiaokangk07,B
安徽,dongfengxiaokangk07,B
福建,dongfengxiaokangk07,B
江西,dongfengxiaokangk07,B
山东,dongfengxiaokangk07,B
河南,dongfengxiaokangk07,B
湖北,dongfengxiaokangk07,B
湖南,dongfengxiaokangk07,B
广东,dongfengxiaokangk07,B
广西,dongfengxiaokangk07,B
海南,dongfengxiaokangk07,C
四川,dongfengxiaokangk07,B
贵州,dongfengxiaokangk07,B
云南,dongfengxiaokangk07,B
西藏,dongfengxiaokangk07,C
陕西,dongfengxiaokangk07,B
甘肃,dongfengxiaokangk07,B
宁夏,dongfengxiaokangk07,B
青海,dongfengxiaokangk07,B
新疆,dongfengxiaokangk07,C
香港,dongfengxiaokangk07,C
澳门,dongfengxiaokangk07,C
台湾,dongfengxiaokangk07,C
北京,dongfengxiaokangk07ii,C
上海,dongfengxiaokangk07ii,C
天津,dongfengxiaokangk07ii,B
重庆,dongfengxiaokangk07ii,B
河北,dongfengxiaokangk07ii,B
山西,dongfengxiaokangk07ii,B
内蒙古,dongfengxiaokangk07ii,C
辽宁,dongfengxiaokangk07ii,C
吉林,dongfengxiaokangk07ii,B
黑龙江,dongfengxiaokangk07ii,C
江苏,dongfengxiaokangk07ii,B
浙江,dongfengxiaokangk07ii,B
安徽,dongfengxiaokangk07ii,B
福建,dongfengxiaokangk07ii,B
江西,dongfengxiaokangk07ii,B
山东,dongfengxiaokangk07ii,B
河南,dongfengxiaokangk07ii,B
湖北,dongfengxiaokangk07ii,B
湖南,dongfengxiaokangk07ii,B
广东,dongfengxiaokangk07ii,B
广西,dongfengxiaokangk07ii,C
海南,dongfengxiaokangk07ii,C
四川,dongfengxiaokangk07ii,B
贵州,dongfengxiaokangk07ii,B
云南,dongfengxiaokangk07ii,B
西藏,dongfengxiaokangk07ii,C
陕西,dongfengxiaokangk07ii,B
甘肃,dongfengxiaokangk07ii,B
宁夏,dongfengxiaokangk07ii,B
青海,dongfengxiaokangk07ii,B
新疆,dongfengxiaokangk07ii,C
香港,dongfengxiaokangk07ii,C
澳门,dongfengxiaokangk07ii,C
台湾,dongfengxiaokangk07ii,C
北京,huangguan,A
上海,huangguan,A
天津,huangguan,A
重庆,huangguan,B
河北,huangguan,A
山西,huangguan,A
内蒙古,huangguan,A
辽宁,huangguan,A
吉林,huangguan,B
黑龙江,huangguan,A
江苏,huangguan,A
浙江,huangguan,A
安徽,huangguan,B
福建,huangguan,A
江西,huangguan,A
山东,huangguan,A
河南,huangguan,A
湖北,huangguan,A
湖南,huangguan,A
广东,huangguan,A
广西,huangguan,A
海南,huangguan,A
四川,huangguan,B
贵州,huangguan,A
云南,huangguan,A
西藏,huangguan,B
陕西,huangguan,B
甘肃,huangguan,B
宁夏,huangguan,B
青海,huangguan,B
新疆,huangguan,A
香港,huangguan,C
澳门,huangguan,A
台湾,huangguan,C
北京,weichi,A
上海,weichi,A
天津,weichi,A
重庆,weichi,A
河北,weichi,A
山西,weichi,A
内蒙古,weichi,A
辽宁,weichi,A
吉林,weichi,A
黑龙江,weichi,A
江苏,weichi,A
浙江,weichi,A
安徽,weichi,B
福建,weichi,A
江西,weichi,A
山东,weichi,A
河南,weichi,A
湖北,weichi,A
湖南,weichi,A
广东,weichi,A
广西,weichi,A
海南,weichi,A
四川,weichi,A
贵州,weichi,A
云南,weichi,A
西藏,weichi,B
陕西,weichi,B
甘肃,weichi,A
宁夏,weichi,A
青海,weichi,A
新疆,weichi,A
香港,weichi,C
澳门,weichi,C
台湾,weichi,C
北京,landekuluzejinkou,B
上海,landekuluzejinkou,B
天津,landekuluzejinkou,B
重庆,landekuluzejinkou,B
河北,landekuluzejinkou,B
山西,landekuluzejinkou,B
内蒙古,landekuluzejinkou,A
辽宁,landekuluzejinkou,A
吉林,landekuluzejinkou,A
黑龙江,landekuluzejinkou,A
江苏,landekuluzejinkou,B
浙江,landekuluzejinkou,B
安徽,landekuluzejinkou,B
福建,landekuluzejinkou,B
江西,landekuluzejinkou,B
山东,landekuluzejinkou,B
河南,landekuluzejinkou,B
湖北,landekuluzejinkou,B
湖南,landekuluzejinkou,B
广东,landekuluzejinkou,B
广西,landekuluzejinkou,B
海南,landekuluzejinkou,B
四川,landekuluzejinkou,B
贵州,landekuluzejinkou,B
云南,landekuluzejinkou,B
西藏,landekuluzejinkou,A
陕西,landekuluzejinkou,A
甘肃,landekuluzejinkou,A
宁夏,landekuluzejinkou,B
青海,landekuluzejinkou,A
新疆,landekuluzejinkou,A
香港,landekuluzejinkou,C
澳门,landekuluzejinkou,C
台湾,landekuluzejinkou,C
北京,tantu,B
上海,tantu,B
天津,tantu,B
重庆,tantu,B
河北,tantu,B
山西,tantu,B
内蒙古,tantu,B
辽宁,tantu,B
吉林,tantu,B
黑龙江,tantu,B
江苏,tantu,B
浙江,tantu,B
安徽,tantu,C
福建,tantu,B
江西,tantu,C
山东,tantu,B
河南,tantu,B
湖北,tantu,C
湖南,tantu,C
广东,tantu,B
广西,tantu,B
海南,tantu,C
四川,tantu,B
贵州,tantu,C
云南,tantu,B
西藏,tantu,B
陕西,tantu,B
甘肃,tantu,B
宁夏,tantu,B
青海,tantu,B
新疆,tantu,B
香港,tantu,C
澳门,tantu,C
台湾,tantu,C
北京,yihukuga,B
上海,yihukuga,B
天津,yihukuga,C
重庆,yihukuga,B
河北,yihukuga,B
山西,yihukuga,B
内蒙古,yihukuga,C
辽宁,yihukuga,B
吉林,yihukuga,B
黑龙江,yihukuga,B
江苏,yihukuga,B
浙江,yihukuga,B
安徽,yihukuga,C
福建,yihukuga,B
江西,yihukuga,B
山东,yihukuga,B
河南,yihukuga,B
湖北,yihukuga,B
湖南,yihukuga,B
广东,yihukuga,B
广西,yihukuga,B
海南,yihukuga,C
四川,yihukuga,B
贵州,yihukuga,B
云南,yihukuga,C
西藏,yihukuga,C
陕西,yihukuga,B
甘肃,yihukuga,B
宁夏,yihukuga,B
青海,yihukuga,B
新疆,yihukuga,B
香港,yihukuga,C
澳门,yihukuga,C
台湾,yihukuga,C
北京,mengpaike,B
上海,mengpaike,B
天津,mengpaike,B
重庆,mengpaike,B
河北,mengpaike,B
山西,mengpaike,B
内蒙古,mengpaike,B
辽宁,mengpaike,B
吉林,mengpaike,B
黑龙江,mengpaike,B
江苏,mengpaike,B
浙江,mengpaike,B
安徽,mengpaike,B
福建,mengpaike,C
江西,mengpaike,B
山东,mengpaike,B
河南,mengpaike,B
湖北,mengpaike,B
湖南,mengpaike,B
广东,mengpaike,B
广西,mengpaike,B
海南,mengpaike,B
四川,mengpaike,B
贵州,mengpaike,B
云南,mengpaike,B
西藏,mengpaike,C
陕西,mengpaike,B
甘肃,mengpaike,C
宁夏,mengpaike,B
青海,mengpaike,B
新疆,mengpaike,B
香港,mengpaike,C
澳门,mengpaike,C
台湾,mengpaike,C
北京,sapu,C
上海,sapu,C
天津,sapu,C
重庆,sapu,B
河北,sapu,B
山西,sapu,B
内蒙古,sapu,B
辽宁,sapu,B
吉林,sapu,C
黑龙江,sapu,C
江苏,sapu,C
浙江,sapu,B
安徽,sapu,B
福建,sapu,B
江西,sapu,B
山东,sapu,B
河南,sapu,B
湖北,sapu,B
湖南,sapu,B
广东,sapu,B
广西,sapu,B
海南,sapu,B
四川,sapu,C
贵州,sapu,B
云南,sapu,B
西藏,sapu,C
陕西,sapu,B
甘肃,sapu,B
宁夏,sapu,B
青海,sapu,B
新疆,sapu,B
香港,sapu,C
澳门,sapu,C
台湾,sapu,C
北京,tansuozhe2,C
上海,tansuozhe2,C
天津,tansuozhe2,C
重庆,tansuozhe2,B
河北,tansuozhe2,C
山西,tansuozhe2,C
内蒙古,tansuozhe2,C
辽宁,tansuozhe2,C
吉林,tansuozhe2,C
黑龙江,tansuozhe2,C
江苏,tansuozhe2,C
浙江,tansuozhe2,C
安徽,tansuozhe2,C
福建,tansuozhe2,C
江西,tansuozhe2,B
山东,tansuozhe2,B
河南,tansuozhe2,C
湖北,tansuozhe2,C
湖南,tansuozhe2,B
广东,tansuozhe2,B
广西,tansuozhe2,B
海南,tansuozhe2,B
四川,tansuozhe2,B
贵州,tansuozhe2,B
云南,tansuozhe2,B
西藏,tansuozhe2,C
陕西,tansuozhe2,B
甘肃,tansuozhe2,C
宁夏,tansuozhe2,C
青海,tansuozhe2,C
新疆,tansuozhe2,C
香港,tansuozhe2,C
澳门,tansuozhe2,C
台湾,tansuozhe2,C
北京,chuanzuoga5,B
上海,chuanzuoga5,B
天津,chuanzuoga5,B
重庆,chuanzuoga5,B
河北,chuanzuoga5,B
山西,chuanzuoga5,B
内蒙古,chuanzuoga5,B
辽宁,chuanzuoga5,B
吉林,chuanzuoga5,B
黑龙江,chuanzuoga5,B
江苏,chuanzuoga5,B
浙江,chuanzuoga5,B
安徽,chuanzuoga5,B
福建,chuanzuoga5,B
江西,chuanzuoga5,B
山东,chuanzuoga5,B
河南,chuanzuoga5,B
湖北,chuanzuoga5,B
湖南,chuanzuoga5,B
广东,chuanzuoga5,B
广西,chuanzuoga5,B
海南,chuanzuoga5,B
四川,chuanzuoga5,B
贵州,chuanzuoga5,B
云南,chuanzuoga5,B
西藏,chuanzuoga5,B
陕西,chuanzuoga5,B
甘肃,chuanzuoga5,B
宁夏,chuanzuoga5,B
青海,chuanzuoga5,C
新疆,chuanzuoga5,B
香港,chuanzuoga5,C
澳门,chuanzuoga5,C
台湾,chuanzuoga5,C
北京,savana,B
上海,savana,B
天津,savana,B
重庆,savana,B
河北,savana,B
山西,savana,B
内蒙古,savana,B
辽宁,savana,B
吉林,savana,B
黑龙江,savana,B
江苏,savana,B
浙江,savana,B
安徽,savana,B
福建,savana,B
江西,savana,C
山东,savana,B
河南,savana,B
湖北,savana,B
湖南,savana,B
广东,savana,B
广西,savana,B
海南,savana,B
四川,savana,B
贵州,savana,B
云南,savana,C
西藏,savana,B
陕西,savana,B
甘肃,savana,C
宁夏,savana,B
青海,savana,B
新疆,savana,B
香港,savana,C
澳门,savana,C
台湾,savana,C
北京,hafeixiaobawang,B
上海,hafeixiaobawang,C
天津,hafeixiaobawang,B
重庆,hafeixiaobawang,C
河北,hafeixiaobawang,B
山西,hafeixiaobawang,C
内蒙古,hafeixiaobawang,B
辽宁,hafeixiaobawang,B
